Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::new_allocator() [1211]
-----------------------------------------------
                0.00    0.00       1/2           std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**, unsigned long) [1497]
                0.00    0.00       1/2           std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1496]
[1229]   0.0    0.00    0.00       2         std::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::~allocator() [1229]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::~new_allocator() [1212]
-----------------------------------------------
                0.00    0.00       1/2           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, unsigned long) [1501]
                0.00    0.00       1/2           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1499]
[1230]   0.0    0.00    0.00       2         std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false> > const&) [1230]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::new_allocator() [1213]
-----------------------------------------------
                0.00    0.00       1/2           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, unsigned long) [1501]
                0.00    0.00       1/2           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1499]
[1231]   0.0    0.00    0.00       2         std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::~allocator() [1231]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::~new_allocator() [1214]
-----------------------------------------------
                0.00    0.00       2/2           __static_initialization_and_destruction_0(int, int) [388]
[1232]   0.0    0.00    0.00       2         std::allocator<std::pair<aalta_formula* const, aalta_formula*> >::allocator() [1232]
                0.00    0.00       2/18          __gnu_cxx::new_allocator<std::pair<aalta_formula* const, aalta_formula*> >::new_allocator() [1021]
-----------------------------------------------
                0.00    0.00       2/2           std::_Niter_base<std::tr1::__detail::_Hash_node<scc_transition*, false>**>::iterator_type std::__niter_base<std::tr1::__detail::_Hash_node<scc_transition*, false>**>(std::tr1::__detail::_Hash_node<scc_transition*, false>**) [1277]
[1233]   0.0    0.00    0.00       2         std::_Iter_base<std::tr1::__detail::_Hash_node<scc_transition*, false>**, false>::_S_base(std::tr1::__detail::_Hash_node<scc_transition*, false>**) [1233]
-----------------------------------------------
                0.00    0.00       2/2           std::_Niter_base<std::tr1::__detail::_Hash_node<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, false>**>::iterator_type std::__niter_base<std::tr1::__detail::_Hash_node<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, false>**>(std::tr1::__detail::_Hash_node<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, false>**) [1278]
[1234]   0.0    0.00    0.00       2         std::_Iter_base<std::tr1::__detail::_Hash_node<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, false>**, false>::_S_base(std::tr1::__detail::_Hash_node<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, false>**) [1234]
-----------------------------------------------
                0.00    0.00       2/2           std::_Niter_base<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, dnf_formula*>, false>**>::iterator_type std::__niter_base<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, dnf_formula*>, false>**>(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, dnf_formula*>, false>**) [1279]
[1235]   0.0    0.00    0.00       2         std::_Iter_base<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, dnf_formula*>, false>**, false>::_S_base(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, dnf_formula*>, false>**) [1235]
-----------------------------------------------
                0.00    0.00       2/2           std::_Niter_base<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**>::iterator_type std::__niter_base<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**>(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**) [1280]
[1236]   0.0    0.00    0.00       2         std::_Iter_base<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**, false>::_S_base(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**) [1236]
-----------------------------------------------
                0.00    0.00       2/2           std::_Niter_base<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*>, false>**>::iterator_type std::__niter_base<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*>, false>**>(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*>, false>**) [1281]
[1237]   0.0    0.00    0.00       2         std::_Iter_base<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*>, false>**, false>::_S_base(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*>, false>**) [1237]
-----------------------------------------------
                0.00    0.00       2/2           std::_Niter_base<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**>::iterator_type std::__niter_base<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**>(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**) [1282]
[1238]   0.0    0.00    0.00       2         std::_Iter_base<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**, false>::_S_base(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**) [1238]
-----------------------------------------------
                0.00    0.00       2/2           std::_Niter_base<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**>::iterator_type std::__niter_base<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**>(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**) [1283]
[1239]   0.0    0.00    0.00       2         std::_Iter_base<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, false>::_S_base(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**) [1239]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<aalta_formula*, std::allocator<aalta_formula*> >::_Vector_base() [1242]
[1240]   0.0    0.00    0.00       2         std::_Vector_base<aalta_formula*, std::allocator<aalta_formula*> >::_Vector_impl::_Vector_impl() [1240]
                0.00    0.00       2/79572       std::allocator<aalta_formula*>::allocator() [623]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<aalta_formula*, std::allocator<aalta_formula*> >::~_Vector_base() [1243]
[1241]   0.0    0.00    0.00       2         std::_Vector_base<aalta_formula*, std::allocator<aalta_formula*> >::_Vector_impl::~_Vector_impl() [1241]
                0.00    0.00       2/748098      std::allocator<aalta_formula*>::~allocator() [517]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<aalta_formula*, std::allocator<aalta_formula*> >::vector() [1276]
[1242]   0.0    0.00    0.00       2         std::_Vector_base<aalta_formula*, std::allocator<aalta_formula*> >::_Vector_base() [1242]
                0.00    0.00       2/2           std::_Vector_base<aalta_formula*, std::allocator<aalta_formula*> >::_Vector_impl::_Vector_impl() [1240]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<aalta_formula*, std::allocator<aalta_formula*> >::~vector() [2937]
[1243]   0.0    0.00    0.00       2         std::_Vector_base<aalta_formula*, std::allocator<aalta_formula*> >::~_Vector_base() [1243]
                0.00    0.00       2/2           std::_Vector_base<aalta_formula*, std::allocator<aalta_formula*> >::_Vector_impl::~_Vector_impl() [1241]
                0.00    0.00       2/6           std::_Vector_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_deallocate(aalta_formula**, unsigned long) [1140]
-----------------------------------------------
                0.00    0.00       1/2           std::list<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*> >::begin() [1528]
                0.00    0.00       1/2           std::list<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*> >::end() [1527]
[1244]   0.0    0.00    0.00       2         std::_List_iterator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>::_List_iterator(std::__detail::_List_node_base*) [1244]
-----------------------------------------------
                0.00    0.00       2/2           aalta_formula** std::__copy_move_backward_a<false, aalta_formula**, aalta_formula**>(aalta_formula**, aalta_formula**, aalta_formula**) [1285]
[1245]   0.0    0.00    0.00       2         aalta_formula** std::__copy_move_backward<false, true, std::random_access_iterator_tag>::__copy_move_b<aalta_formula*>(aalta_formula* const*, aalta_formula* const*, aalta_formula**) [1245]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::clear() [1247]
[1246]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<aalta_formula*, false>**, unsigned long) [1246]
                0.00    0.00   19072/19072       std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_deallocate_node(std::tr1::__detail::_Hash_node<aalta_formula*, false>*) [667]
-----------------------------------------------
                0.00    0.00       1/2           aalta_formula::destroy() [133]
                0.00    0.00       1/2           std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::~_Hashtable() [1465]
[1247]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::clear() [1247]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<aalta_formula*, false>**, unsigned long) [1246]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, aalta_formula::af_prt_hash const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, std::equal_to<aalta_formula*> const&, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> > const&, std::allocator<std::pair<aalta_formula* const, aalta_formula*> > const&) [414]
[1248]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1248]
                0.00    0.00       2/4           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false> > const&) [1170]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>*>::allocate(unsigned long, void const*) [1210]
                0.00    0.00       2/2           void std::fill<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>**, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>*>(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>**, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>**, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>* const&) [1287]
                0.00    0.00       2/4           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>*>::~allocator() [1171]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1251]
[1249]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>**, unsigned long) [1249]
                0.00    0.00       8/8           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>*) [1107]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1252]
[1250]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>**, unsigned long) [1250]
                0.00    0.00       2/4           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false> > const&) [1170]
                0.00    0.00       2/4           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>*>::~allocator() [1171]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>*>::deallocate(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>**, unsigned long) [1209]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1252]
[1251]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1251]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>**, unsigned long) [1249]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::__unordered_map<aalta_formula*, aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, false>::~__unordered_map() [1267]
[1252]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1252]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1251]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false>**, unsigned long) [1250]
                0.00    0.00       2/2           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, aalta_formula*>, false> >::~allocator() [1217]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, aalta_formula::af_prt_hash const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, aalta_formula::af_prt_eq const&, std::_Select1st<std::pair<aalta_formula* const, int> > const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [415]
[1253]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1253]
                0.00    0.00       2/8           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> > const&) [1100]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::allocate(unsigned long, void const*) [1161]
                0.00    0.00       2/4           void std::fill<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>* const&) [1181]
                0.00    0.00       2/8           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*>::~allocator() [1101]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1256]
[1254]   0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**, unsigned long) [1254]
                0.00    0.00       1/56          std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*) [928]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1257]
