Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.28     0.00       74     0.00     0.00  aalta_formula::simplify()
  0.00      2.28     0.00       73     0.00     0.00  aalta_formula::init()
  0.00      2.28     0.00       73     0.00     0.00  __gnu_cxx::new_allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> >::new_allocator()
  0.00      2.28     0.00       73     0.00     0.00  __gnu_cxx::new_allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> >::~new_allocator()
  0.00      2.28     0.00       73     0.00     0.00  bool __gnu_cxx::operator==<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&)
  0.00      2.28     0.00       73     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::end() const
  0.00      2.28     0.00       73     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::begin() const
  0.00      2.28     0.00       73     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::empty() const
  0.00      2.28     0.00       73     0.00     0.00  std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> >::allocator()
  0.00      2.28     0.00       73     0.00     0.00  std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> >::~allocator()
  0.00      2.28     0.00       73     0.00     0.00  std::_Vector_base<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::_Vector_impl::_Vector_impl()
  0.00      2.28     0.00       73     0.00     0.00  std::_Vector_base<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::_Vector_impl::~_Vector_impl()
  0.00      2.28     0.00       73     0.00     0.00  std::_Vector_base<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::_Vector_base()
  0.00      2.28     0.00       73     0.00     0.00  std::_Vector_base<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::~_Vector_base()
  0.00      2.28     0.00       73     0.00     0.00  std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::vector()
  0.00      2.28     0.00       72     0.00     0.00  aalta_formula::build(_ltl_formula const*, bool, bool)
  0.00      2.28     0.00       72     0.00     0.00  std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::~vector()
  0.00      2.28     0.00       71     0.00     0.00  aalta_formula::aalta_formula(_ltl_formula const*, bool, bool)
  0.00      2.28     0.00       71     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::begin()
  0.00      2.28     0.00       64     0.00     0.00  std::vector<aalta_formula*, std::allocator<aalta_formula*> >::end()
  0.00      2.28     0.00       62     0.00     0.00  nondeter_prog_state::is_potential_unsat_invariant()
  0.00      2.28     0.00       62     0.00     0.00  __gnu_cxx::new_allocator<node*>::new_allocator()
  0.00      2.28     0.00       62     0.00     0.00  __gnu_cxx::new_allocator<node*>::~new_allocator()
  0.00      2.28     0.00       62     0.00     0.00  std::allocator<node*>::allocator()
  0.00      2.28     0.00       62     0.00     0.00  std::allocator<node*>::~allocator()
  0.00      2.28     0.00       62     0.00     0.00  std::_Vector_base<node*, std::allocator<node*> >::_Vector_impl::_Vector_impl()
  0.00      2.28     0.00       62     0.00     0.00  std::_Vector_base<node*, std::allocator<node*> >::_Vector_impl::~_Vector_impl()
  0.00      2.28     0.00       62     0.00     0.00  std::_Vector_base<node*, std::allocator<node*> >::_Vector_base()
  0.00      2.28     0.00       62     0.00     0.00  std::_Vector_base<node*, std::allocator<node*> >::~_Vector_base()
  0.00      2.28     0.00       62     0.00     0.00  std::vector<node*, std::allocator<node*> >::vector()
  0.00      2.28     0.00       62     0.00     0.00  std::vector<node*, std::allocator<node*> >::~vector()
  0.00      2.28     0.00       60     0.00     0.00  nondeter_checker::set_next_wanted(aalta_formula*)
  0.00      2.28     0.00       60     0.00     0.00  nondeter_prog_state::empty_pair()
  0.00      2.28     0.00       60     0.00     0.00  nondeter_prog_state::unsatisfied()
  0.00      2.28     0.00       60     0.00     0.00  nondeter_prog_state::set_avoid()
  0.00      2.28     0.00       60     0.00     0.00  nondeter_prog_state::nondeter_prog_state(aalta_formula*)
  0.00      2.28     0.00       60     0.00     0.00  nondeter_prog_state::~nondeter_prog_state()
  0.00      2.28     0.00       60     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<aalta_formula*> >::construct<aalta_formula*>(std::allocator<aalta_formula*>&, aalta_formula**, aalta_formula* const&)
  0.00      2.28     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<aalta_formula**, std::vector<aalta_formula*, std::allocator<aalta_formula*> > >::operator*() const
  0.00      2.28     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<aalta_formula**, std::vector<aalta_formula*, std::allocator<aalta_formula*> > >::operator-(long const&) const
  0.00      2.28     0.00       60     0.00     0.00  std::vector<aalta_formula*, std::allocator<aalta_formula*> >::back()
  0.00      2.28     0.00       60     0.00     0.00  std::vector<aalta_formula*, std::allocator<aalta_formula*> >::push_back(aalta_formula* const&)
  0.00      2.28     0.00       60     0.00     0.00  create_operation
  0.00      2.28     0.00       59     0.00     0.00  nondeter_checker::visited(aalta_formula*)
  0.00      2.28     0.00       59     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > >::destroy(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >*)
  0.00      2.28     0.00       59     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > >::construct(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > const&)
  0.00      2.28     0.00       59     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > > >::destroy(std::allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > >&, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >*)
  0.00      2.28     0.00       59     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > > >::construct<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > >(std::allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > >&, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > const&)
  0.00      2.28     0.00       59     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<aalta_formula*> >::destroy(std::allocator<aalta_formula*>&, aalta_formula**)
  0.00      2.28     0.00       59     0.00     0.00  std::list<aalta_formula*, std::allocator<aalta_formula*> >::empty() const
  0.00      2.28     0.00       59     0.00     0.00  std::vector<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, std::allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > > >::pop_back()
  0.00      2.28     0.00       59     0.00     0.00  std::vector<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, std::allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > > >::push_back(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > const&)
  0.00      2.28     0.00       59     0.00     0.00  std::vector<aalta_formula*, std::allocator<aalta_formula*> >::pop_back()
  0.00      2.28     0.00       56     0.00     0.00  nondeter_prog_state::update_avoid_with(aalta_formula*)
  0.00      2.28     0.00       56     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >::deallocate(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*, unsigned long)
  0.00      2.28     0.00       56     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >::allocate(unsigned long, void const*)
  0.00      2.28     0.00       56     0.00     0.00  __gnu_cxx::new_allocator<std::pair<aalta_formula* const, int> >::destroy(std::pair<aalta_formula* const, int>*)
  0.00      2.28     0.00       56     0.00     0.00  __gnu_cxx::new_allocator<std::pair<aalta_formula* const, int> >::construct(std::pair<aalta_formula* const, int>*, std::pair<aalta_formula* const, int> const&)
  0.00      2.28     0.00       56     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >::max_size() const
  0.00      2.28     0.00       56     0.00     0.00  std::_Select1st<std::pair<aalta_formula* const, int> >::operator()(std::pair<aalta_formula* const, int> const&) const
  0.00      2.28     0.00       56     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula*, std::pair<aalta_formula* const, int>, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_store_code(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*, unsigned long) const
  0.00      2.28     0.00       56     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node(std::pair<aalta_formula* const, int> const&)
  0.00      2.28     0.00       56     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket(std::pair<aalta_formula* const, int> const&, unsigned long, unsigned long)
  0.00      2.28     0.00       56     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*)
  0.00      2.28     0.00       56     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::insert(std::pair<aalta_formula* const, int> const&)
  0.00      2.28     0.00       56     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_insert(std::pair<aalta_formula* const, int> const&, std::tr1::integral_constant<bool, true>)
  0.00      2.28     0.00       56     0.00     0.00  std::pair<aalta_formula* const, int>::pair<aalta_formula*, int>(std::pair<aalta_formula*, int> const&)
  0.00      2.28     0.00       56     0.00     0.00  std::pair<std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false>, bool>::pair(std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false> const&, bool const&)
  0.00      2.28     0.00       56     0.00     0.00  std::pair<aalta_formula*, int>::pair(aalta_formula* const&, int const&)
  0.00      2.28     0.00       56     0.00     0.00  std::pair<std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false>, bool> std::make_pair<std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false>, bool>(std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false>, bool)
  0.00      2.28     0.00       55     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_erase_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>*, std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**)
  0.00      2.28     0.00       55     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::erase(std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false>)
  0.00      2.28     0.00       55     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false>::operator++()
  0.00      2.28     0.00       55     0.00     0.00  std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, int>, false>::_M_incr()
  0.00      2.28     0.00       53     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
  0.00      2.28     0.00       53     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      2.28     0.00       53     0.00     0.00  std::allocator<int>::~allocator()
  0.00      2.28     0.00       51     0.00     0.00  aalta_formula::is_conflict(aalta_formula*, aalta_formula*)
  0.00      2.28     0.00       50     0.00     0.00  std::_Iter_base<aalta_formula**, false>::_S_base(aalta_formula**)
  0.00      2.28     0.00       50     0.00     0.00  void std::_Destroy<std::string>(std::string*)
  0.00      2.28     0.00       49     0.00     0.00  bool std::tr1::__detail::operator==<std::pair<aalta_formula* const, node*>, false>(std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, node*>, false> const&, std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, node*>, false> const&)
  0.00      2.28     0.00       48     0.00     0.00  std::tr1::__detail::_Hashtable_iterator_base<int, false>::_Hashtable_iterator_base(std::tr1::__detail::_Hash_node<int, false>*, std::tr1::__detail::_Hash_node<int, false>**)
  0.00      2.28     0.00       47     0.00     0.00  std::_List_const_iterator<aalta_formula*>::operator!=(std::_List_const_iterator<aalta_formula*> const&) const
  0.00      2.28     0.00       44     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<aalta_formula*> >::new_allocator()
  0.00      2.28     0.00       44     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<aalta_formula*> >::~new_allocator()
  0.00      2.28     0.00       44     0.00     0.00  std::allocator<std::_List_node<aalta_formula*> >::allocator()
  0.00      2.28     0.00       44     0.00     0.00  std::allocator<std::_List_node<aalta_formula*> >::~allocator()
  0.00      2.28     0.00       44     0.00     0.00  std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_List_impl::_List_impl()
  0.00      2.28     0.00       44     0.00     0.00  std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_List_impl::~_List_impl()
  0.00      2.28     0.00       44     0.00     0.00  std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_init()
  0.00      2.28     0.00       44     0.00     0.00  std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_clear()
  0.00      2.28     0.00       44     0.00     0.00  std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_List_base()
  0.00      2.28     0.00       44     0.00     0.00  std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::~_List_base()
  0.00      2.28     0.00       44     0.00     0.00  std::list<aalta_formula*, std::allocator<aalta_formula*> >::list()
  0.00      2.28     0.00       44     0.00     0.00  std::list<aalta_formula*, std::allocator<aalta_formula*> >::~list()
  0.00      2.28     0.00       43     0.00     0.00  std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, int>, false>::_M_incr_bucket()
  0.00      2.28     0.00       42     0.00     0.01  nondeter_prog_state::UNSAT_INVARIANT(aalta_formula*)
  0.00      2.28     0.00       42     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>*, std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > > >::__normal_iterator(std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>* const&)
  0.00      2.28     0.00       41     0.00     0.00  nondeter_prog_state::assignment_pair(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >)
  0.00      2.28     0.00       40     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<int, false>*>::new_allocator()
  0.00      2.28     0.00       40     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<int, false>*>::~new_allocator()
  0.00      2.28     0.00       40     0.00     0.00  std::allocator<std::tr1::__detail::_Hash_node<int, false>*>::allocator<std::tr1::__detail::_Hash_node<int, false> >(std::allocator<std::tr1::__detail::_Hash_node<int, false> > const&)
  0.00      2.28     0.00       40     0.00     0.00  std::allocator<std::tr1::__detail::_Hash_node<int, false>*>::~allocator()
  0.00      2.28     0.00       40     0.00     0.00  std::_Iter_base<std::tr1::__detail::_Hash_node<int, false>**, false>::_S_base(std::tr1::__detail::_Hash_node<int, false>**)
  0.00      2.28     0.00       40     0.00     0.00  std::_Niter_base<std::tr1::__detail::_Hash_node<int, false>**>::iterator_type std::__niter_base<std::tr1::__detail::_Hash_node<int, false>**>(std::tr1::__detail::_Hash_node<int, false>**)
  0.00      2.28     0.00       36     0.00     0.00  std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_find_node(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*, std::string const&, unsigned long) const
  0.00      2.28     0.00       36     0.00     0.00  std::tr1::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_hash_code(std::string const&) const
  0.00      2.28     0.00       36     0.00     0.00  std::tr1::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::string const&, unsigned long, unsigned long) const
  0.00      2.28     0.00       36     0.00     0.00  std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::end()
  0.00      2.28     0.00       36     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**)
  0.00      2.28     0.00       35     0.00     0.00  std::_List_const_iterator<aalta_formula*>::operator++()
  0.00      2.28     0.00       35     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>**, unsigned long)
  0.00      2.28     0.00       35     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear()
  0.00      2.28     0.00       34     0.00     0.00  nondeter_prog_state::clear_f_node_map()
  0.00      2.28     0.00       34     0.00     0.03  nondeter_prog_state::UNSAT_INVARIANT_BACK()
  0.00      2.28     0.00       32     0.00     0.00  std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_find_node(std::tr1::__detail::_Hash_node<int, false>*, int const&, unsigned long) const
  0.00      2.28     0.00       32     0.00     0.00  std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_get_Value_allocator() const
  0.00      2.28     0.00       32     0.00     0.00  std::tr1::__detail::_Hash_code_base<int, int, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const
  0.00      2.28     0.00       32     0.00     0.00  std::tr1::__detail::_Hash_code_base<int, int, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(int const&, unsigned long, unsigned long) const
  0.00      2.28     0.00       32     0.00     0.00  std::vector<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, std::allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > > >::size() const
  0.00      2.28     0.00       32     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::size() const
  0.00      2.28     0.00       32     0.00     0.00  std::allocator<int>::allocator<std::tr1::__detail::_Hash_node<int, false> >(std::allocator<std::tr1::__detail::_Hash_node<int, false> > const&)
  0.00      2.28     0.00       32     0.00     0.00  std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::end()
  0.00      2.28     0.00       32     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<int, true, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<int, false>**)
